19,1,1,6,0,1,0,1,1,1
51,2,1,12,0,1,1,0,0,1
58,3,1,18,1,0,0,1,1,0
15,4,1,24,1,1,1,0,1,0
5,5,1,30,0,0,1,0,0,0
8,6,1,36,0,0,1,1,1,1
37,7,1,42,0,1,0,0,0,1
2,8,1,48,0,0,1,1,0,0
35,9,1,54,1,1,0,1,0,0
54,10,1,60,0,1,1,1,0,0
48,11,1,66,1,0,1,1,1,1
36,12,1,72,1,1,1,1,0,0
50,13,1,78,0,1,0,0,0,1
46,14,1,84,1,1,1,1,1,1
27,15,1,90,0,0,1,0,1,0
9,16,1,96,1,0,1,0,0,1
55,17,1,102,0,1,0,1,1,0
31,18,1,108,0,0,0,1,0,1
4,19,1,114,0,0,1,1,0,0
45,20,1,120,0,0,1,1,1,1
56,21,2,6,1,1,0,0,0,1
18,22,2,12,0,1,0,1,1,0
25,23,2,18,0,0,0,0,1,0
28,24,2,24,0,1,0,1,1,0
3,25,2,30,1,0,0,0,0,0
49,26,2,36,0,1,1,0,0,1
53,27,2,42,0,1,1,1,1,0
38,28,2,48,1,1,0,0,1,1
16,29,2,54,1,0,1,0,1,0
20,30,2,60,1,0,0,0,0,1
6,31,2,66,1,1,1,0,0,0
14,32,2,72,1,1,1,0,1,1
21,33,2,78,1,1,1,1,0,0
26,34,2,84,0,1,1,0,0,0
33,35,2,90,1,1,1,1,0,0
7,36,2,96,1,1,0,1,0,0
12,37,2,102,0,0,0,0,0,1
17,38,2,108,1,1,1,0,1,0
32,39,2,114,0,1,1,0,1,1
39,40,2,120,0,0,0,1,1,0
47,41,3,6,1,0,0,1,0,0
60,42,3,12,1,0,0,0,0,1
43,43,3,18,0,1,1,1,0,0
24,44,3,24,1,0,0,1,1,0
23,45,3,30,0,0,1,0,0,1
57,46,3,36,1,1,0,0,0,0
52,47,3,42,0,0,0,1,0,1
44,48,3,48,0,1,0,1,0,0
41,49,3,54,1,1,0,1,0,0
59,50,3,60,0,1,0,0,1,1
42,51,3,66,0,0,0,0,1,0
1,52,3,72,1,0,1,1,0,0
22,53,3,78,1,0,0,0,1,0
29,54,3,84,0,1,0,0,0,0
10,55,3,90,1,1,1,0,0,0
34,56,3,96,0,1,1,1,1,0
40,57,3,102,0,0,1,1,0,0
30,58,3,108,1,1,1,0,0,0
11,59,3,114,0,0,0,0,1,0
13,60,3,120,0,0,0,1,1,1
