0,0,1,0,0,0,0,0,0,0
1,1,1,6,0,0,0,0,0,0
159,2,1,12,0,0,0,0,0,0
561,3,1,18,0,0,0,0,0,0
573,4,1,24,0,0,0,0,0,0
371,5,1,30,0,0,0,0,0,0
665,6,1,36,0,0,0,0,0,0
144,7,1,42,0,0,0,0,0,0
635,8,1,48,0,0,0,0,0,0
499,9,1,54,0,0,0,0,0,0
252,10,1,60,0,0,0,0,0,0
99,11,1,66,0,0,0,0,0,0
458,12,1,72,0,0,0,0,0,0
29,13,1,78,0,0,0,0,0,0
607,14,1,84,0,0,0,0,0,0
149,15,1,90,0,0,0,0,0,0
246,16,1,96,0,0,0,0,0,0
185,17,1,102,0,0,0,0,0,0
175,18,1,108,0,0,0,0,0,0
191,19,1,114,0,0,0,0,0,0
34,20,1,120,0,0,0,0,0,0
534,21,1,126,0,0,0,0,0,0
7,22,1,132,0,0,0,0,0,0
532,23,1,138,0,0,0,0,0,0
445,24,1,144,0,0,0,0,0,0
293,25,1,150,0,0,0,0,0,0
12,26,1,156,0,0,0,0,0,0
121,27,1,162,0,0,0,0,0,0
305,28,1,168,0,0,0,0,0,0
237,29,1,174,0,0,0,0,0,0
55,30,1,180,0,0,0,0,0,0
88,31,1,186,0,0,0,0,0,0
241,32,1,192,0,0,0,0,0,0
500,33,1,198,0,0,0,0,0,0
257,34,1,204,0,0,0,0,0,0
249,35,1,210,0,0,0,0,0,0
216,36,1,216,0,0,0,0,0,0
14,37,1,222,0,0,0,0,0,0
172,38,1,228,0,0,0,0,0,0
501,39,1,234,0,0,0,0,0,0
641,40,1,240,0,0,0,0,0,0
471,41,1,246,0,0,0,0,0,0
404,42,1,252,0,0,0,0,0,0
508,43,1,258,0,0,0,0,0,0
116,44,1,264,0,0,0,0,0,0
459,45,1,270,0,0,0,0,0,0
630,46,1,276,0,0,0,0,0,0
290,47,1,282,0,0,0,0,0,0
590,48,1,288,0,0,0,0,0,0
379,49,1,294,0,0,0,0,0,0
369,50,1,300,0,0,0,0,0,0
52,51,1,306,0,0,0,0,0,0
589,52,1,312,0,0,0,0,0,0
133,53,1,318,0,0,0,0,0,0
560,54,1,324,0,0,0,0,0,0
323,55,1,330,0,0,0,0,0,0
677,56,1,336,0,0,0,0,0,0
463,57,1,342,0,0,0,0,0,0
220,58,1,348,0,0,0,0,0,0
527,59,1,354,0,0,0,0,0,0
634,60,1,360,0,0,0,0,0,0
230,61,1,366,1,0,0,0,0,0
227,62,1,372,1,0,0,0,0,0
426,63,1,378,1,1,0,0,0,0
696,64,1,384,1,1,0,0,0,0
579,65,1,390,1,1,0,0,0,0
625,66,1,396,1,1,0,0,0,0
444,67,1,402,1,1,0,0,0,0
670,68,1,408,1,1,0,0,0,0
277,69,1,414,1,1,0,0,0,0
512,70,1,420,1,1,0,0,0,0
47,71,1,426,1,1,1,0,0,0
50,72,1,432,1,1,1,0,0,0
253,73,1,438,1,1,1,0,0,0
476,74,1,444,1,1,1,0,0,0
15,75,1,450,1,1,1,0,0,0
127,76,1,456,1,1,1,0,0,0
464,77,1,462,1,1,1,0,0,0
523,78,1,468,1,1,1,0,0,0
496,79,1,474,1,1,1,0,0,0
436,80,1,480,1,1,1,0,0,0
384,81,1,486,1,1,1,0,0,0
645,82,1,492,1,1,1,0,0,0
615,83,1,498,1,1,1,0,0,0
519,84,1,504,1,1,1,0,0,0
643,85,1,510,1,1,1,0,0,0
60,86,1,516,1,1,1,0,0,0
163,87,1,522,1,1,1,0,0,0
295,88,1,528,1,1,1,0,0,0
16,89,1,534,1,1,1,0,0,0
398,90,1,540,1,1,1,0,0,0
214,91,1,546,1,1,1,0,0,0
312,92,1,552,1,1,1,0,0,0
188,93,1,558,1,1,1,0,0,0
298,94,1,564,1,1,1,0,0,0
311,95,1,570,1,1,1,0,0,0
618,96,1,576,1,1,1,0,0,0
608,97,1,582,1,1,1,0,0,0
598,98,1,588,1,1,1,0,0,0
406,99,1,594,1,1,1,0,0,0
6,100,1,600,1,1,1,0,0,0
234,101,1,606,1,1,1,0,0,0
9,102,1,612,1,1,1,0,0,0
540,103,1,618,1,1,1,0,0,0
550,104,1,624,1,1,1,0,0,0
681,105,1,630,1,1,1,1,0,0
495,106,1,636,1,1,1,1,0,0
497,107,1,642,1,1,1,1,0,0
659,108,1,648,1,1,1,1,0,0
218,109,1,654,1,1,1,1,0,1
20,110,1,660,1,1,1,1,0,1
606,111,1,666,1,1,1,1,1,1
294,112,1,672,1,1,1,1,1,1
313,113,1,678,1,1,1,1,1,1
416,114,1,684,1,1,1,1,1,1
316,115,1,690,1,1,1,1,1,1
356,116,1,696,1,1,1,1,1,1
286,117,1,702,1,1,1,1,1,1
539,118,1,708,1,1,1,1,1,1
72,119,1,714,1,1,1,1,1,1
314,120,1,720,1,1,1,1,1,0
76,121,1,726,1,1,1,1,1,0
38,122,1,732,1,1,1,1,1,0
158,123,1,738,1,1,1,1,1,0
481,124,1,744,1,1,1,1,1,0
465,125,1,750,1,1,1,1,0,0
264,126,1,756,1,1,1,1,0,0
430,127,1,762,1,1,1,1,0,0
304,128,1,768,1,1,1,1,0,0
75,129,1,774,1,1,1,0,0,0
674,130,1,780,1,1,1,0,0,0
361,131,1,786,1,1,1,0,0,0
173,132,1,792,1,1,1,0,0,0
528,133,1,798,1,1,1,0,0,0
272,134,1,804,1,1,1,0,0,0
129,135,1,810,1,1,1,0,0,0
292,136,1,816,1,1,1,0,0,0
210,137,1,822,1,1,1,0,0,0
67,138,1,828,1,1,1,0,0,0
222,139,1,834,1,1,1,0,0,0
42,140,1,840,1,1,1,0,0,0
143,141,1,846,1,1,1,0,0,0
215,142,1,852,1,1,1,0,0,0
44,143,1,858,1,1,1,0,0,0
363,144,1,864,1,1,1,0,0,0
676,145,1,870,1,1,1,0,0,0
368,146,1,876,1,1,1,0,0,0
309,147,1,882,1,1,1,0,0,0
564,148,1,888,1,1,1,0,0,0
688,149,1,894,1,1,1,0,0,0
123,150,1,900,1,1,1,0,0,0
427,151,1,906,1,1,1,0,0,0
125,152,1,912,1,1,1,0,0,0
78,153,1,918,1,1,1,0,0,0
612,154,1,924,1,1,1,0,0,0
68,155,1,930,1,1,1,0,0,0
19,156,1,936,1,1,1,0,0,0
660,157,1,942,1,1,1,0,0,0
698,158,1,948,1,1,1,0,0,0
232,159,1,954,1,1,1,0,0,0
533,160,1,960,1,1,1,0,0,0
276,161,1,966,1,1,1,0,0,0
357,162,1,972,1,1,1,0,0,0
83,163,1,978,1,1,0,0,0,0
235,164,1,984,1,1,0,0,0,0
