1,1,6,1,0,1
2,1,12,0,1,1
3,1,18,1,0,0
4,1,24,0,0,1
5,1,30,0,0,1
6,1,36,0,1,1
7,1,42,0,1,1
8,1,48,0,0,1
9,1,54,1,0,1
10,1,60,1,1,1
11,1,66,0,0,0
12,1,72,1,0,1
13,1,78,1,0,1
14,1,84,1,1,0
15,1,90,0,1,0
16,1,96,1,1,1
17,1,102,0,0,0
18,1,108,0,0,1
19,1,114,1,1,0
20,1,120,1,1,1
21,1,126,1,1,1
22,1,132,0,0,0
23,1,138,1,0,0
24,1,144,1,1,0
25,1,150,1,0,1
26,1,156,1,1,1
27,1,162,0,1,0
28,1,168,0,1,0
29,1,174,0,0,0
30,1,180,0,1,1
31,1,186,0,0,1
32,1,192,1,1,1
33,1,198,0,1,0
34,1,204,0,0,1
35,1,210,1,0,0
36,1,216,1,1,1
37,1,222,1,1,1
38,1,228,1,1,0
39,1,234,1,0,0
40,1,240,0,1,1
41,1,246,1,1,1
42,1,252,0,0,1
43,1,258,0,0,1
44,1,264,0,0,0
45,1,270,1,0,0
46,1,276,1,1,1
47,1,282,1,1,1
48,1,288,1,1,1
49,1,294,1,0,1
50,1,300,1,0,0
51,1,306,1,1,0
52,1,312,1,0,0
53,1,318,1,1,1
54,1,324,0,0,1
55,1,330,1,0,0
56,1,336,1,1,1
57,1,342,0,0,0
58,1,348,1,1,1
59,1,354,1,0,0
60,1,360,1,1,0
61,1,366,0,1,0
62,1,372,0,0,0
63,1,378,0,1,0
64,1,384,0,1,1
65,1,390,1,0,1
66,1,396,0,0,1
67,1,402,0,1,0
68,1,408,1,0,1
69,1,414,0,1,0
70,1,420,0,1,1
71,1,426,1,0,0
72,1,432,0,0,1
73,1,438,1,1,1
74,1,444,1,1,1
75,1,450,1,0,1
76,1,456,1,0,1
77,1,462,0,1,1
78,1,468,1,0,1
79,1,474,1,0,0
80,1,480,0,0,0
81,1,486,1,0,0
82,1,492,1,1,0
83,1,498,0,0,0
84,1,504,1,0,1
85,1,510,1,1,0
86,1,516,0,1,1
87,1,522,1,1,1
88,1,528,1,1,0
89,1,534,1,0,0
90,1,540,0,0,0
91,1,546,1,0,1
92,1,552,1,1,1
93,1,558,1,1,0
94,1,564,1,0,1
95,1,570,0,0,1
96,1,576,0,0,1
97,1,582,1,0,1
98,1,588,1,1,1
99,1,594,1,1,0
100,1,600,1,1,0
101,1,606,1,1,1
102,1,612,0,0,1
103,1,618,1,0,0
104,1,624,1,0,1
105,1,630,0,0,1
106,1,636,0,1,0
107,1,642,1,0,1
108,1,648,0,0,0
109,1,654,0,1,1
110,1,660,0,0,1
111,1,666,1,0,1
112,1,672,1,0,1
113,1,678,0,1,0
114,1,684,0,1,1
115,1,690,0,1,1
116,1,696,1,0,0
117,1,702,0,0,0
118,1,708,0,1,0
119,1,714,1,0,0
120,1,720,0,0,0
121,1,726,0,1,0
122,1,732,1,1,1
123,1,738,0,1,1
124,1,744,0,0,0
125,1,750,0,0,0
126,1,756,0,0,0
127,1,762,0,0,1
128,1,768,0,1,1
129,1,774,1,0,1
130,1,780,0,1,1
131,1,786,0,0,0
132,1,792,1,0,1
133,1,798,0,1,1
134,1,804,1,1,0
135,1,810,0,0,0
136,1,816,1,0,0
137,1,822,1,1,0
138,1,828,0,0,1
139,1,834,1,1,1
140,1,840,0,0,0
141,1,846,1,1,0
142,1,852,0,1,1
143,1,858,1,0,0
144,1,864,1,1,0
145,1,870,1,0,0
146,1,876,0,1,1
147,1,882,1,1,1
148,1,888,0,0,1
149,1,894,1,0,0
150,1,900,1,0,1
151,1,906,0,0,1
152,1,912,1,1,0
153,1,918,1,1,1
154,1,924,0,0,0
155,1,930,1,0,0
156,1,936,1,1,0
157,1,942,0,0,1
158,1,948,1,1,0
159,1,954,1,1,0
160,1,960,1,0,0
161,1,966,1,1,1
162,1,972,1,0,1
163,1,978,1,1,1
164,1,984,1,0,0
165,1,990,1,1,0
166,1,996,0,0,0
167,1,1002,0,0,1
168,1,1008,0,0,0
169,1,1014,0,0,1
170,1,1020,0,0,1
171,1,1026,1,1,0
172,1,1032,0,1,0
173,1,1038,0,0,0
174,1,1044,1,1,1
175,1,1050,0,1,0
176,1,1056,1,0,1
177,1,1062,1,0,1
178,1,1068,1,0,0
179,1,1074,1,1,0
180,1,1080,0,1,0
181,1,1086,0,0,1
182,1,1092,1,0,1
183,1,1098,1,1,0
184,1,1104,0,0,1
185,1,1110,0,1,1
186,1,1116,1,1,1
187,1,1122,0,1,0
188,1,1128,1,1,0
189,1,1134,0,1,1
190,1,1140,0,1,1
191,1,1146,0,0,0
192,1,1152,1,1,1
193,1,1158,1,0,1
194,1,1164,1,0,0
195,1,1170,1,1,1
196,1,1176,1,1,1
197,1,1182,1,1,0
198,1,1188,0,1,0
199,1,1194,1,0,1
200,1,1200,0,0,0
201,2,6,1,1,1
202,2,12,1,1,0
203,2,18,1,0,1
204,2,24,0,0,0
205,2,30,1,0,1
206,2,36,0,1,0
207,2,42,1,1,1
208,2,48,1,0,0
209,2,54,1,1,0
210,2,60,1,0,0
211,2,66,1,1,1
212,2,72,1,1,1
213,2,78,1,0,0
214,2,84,0,0,0
215,2,90,0,0,1
216,2,96,0,0,0
217,2,102,1,1,1
218,2,108,0,1,1
219,2,114,0,1,0
220,2,120,1,1,1
221,2,126,1,1,0
222,2,132,1,0,1
223,2,138,0,0,0
224,2,144,0,1,0
225,2,150,1,1,1
226,2,156,0,0,1
227,2,162,1,1,1
228,2,168,0,0,1
229,2,174,1,1,0
230,2,180,1,0,1
231,2,186,1,1,1
232,2,192,0,0,1
233,2,198,1,1,1
234,2,204,0,1,0
235,2,210,1,0,0
236,2,216,1,0,0
237,2,222,1,1,0
238,2,228,0,1,0
239,2,234,1,1,0
240,2,240,0,0,0
241,2,246,1,0,1
242,2,252,0,0,1
243,2,258,0,0,0
244,2,264,0,1,1
245,2,270,1,0,0
246,2,276,1,1,1
