395,1,1,6,0,1,0,1,0,1
226,2,1,12,1,0,0,0,1,0
281,3,1,18,1,0,1,0,0,1
448,4,1,24,0,1,0,0,1,1
515,5,1,30,0,1,0,0,0,1
469,6,1,36,0,0,0,0,1,1
251,7,1,42,0,1,1,1,1,0
339,8,1,48,1,1,0,0,1,1
276,9,1,54,1,0,0,0,1,1
51,10,1,60,0,0,0,1,1,0
389,11,1,66,0,0,1,1,1,1
566,12,1,72,1,0,1,1,0,1
74,13,1,78,0,0,1,0,0,1
479,14,1,84,0,1,0,1,1,1
168,15,1,90,0,1,0,1,1,0
70,16,1,96,0,0,1,0,1,1
150,17,1,102,0,1,0,0,0,0
181,18,1,108,0,0,0,1,1,0
21,19,1,114,0,0,1,1,1,0
485,20,1,120,1,1,0,0,1,0
343,21,1,126,0,0,1,0,0,0
153,22,1,132,1,0,0,0,1,1
192,23,1,138,0,0,1,0,1,0
82,24,1,144,1,0,0,1,1,1
31,25,1,150,1,1,1,0,1,0
481,26,1,156,1,0,0,0,1,0
267,27,1,162,0,0,1,1,0,1
385,28,1,168,1,1,0,0,0,1
542,29,1,174,1,1,1,0,1,0
548,30,1,180,1,0,0,0,0,0
320,31,1,186,0,1,0,1,1,1
425,32,1,192,1,0,0,0,0,1
399,33,1,198,1,1,1,0,0,1
582,34,1,204,0,0,0,0,1,0
518,35,1,210,0,1,0,0,0,1
573,36,1,216,1,0,1,0,1,1
312,37,1,222,1,1,0,0,1,0
458,38,1,228,1,0,1,0,0,1
465,39,1,234,0,1,0,1,0,0
8,40,1,240,0,0,0,1,0,0
452,41,1,246,0,1,0,1,1,1
495,42,1,252,0,1,0,0,1,1
381,43,1,258,0,0,1,0,0,0
434,44,1,264,1,0,1,1,0,1
576,45,1,270,0,1,0,0,1,1
564,46,1,276,0,1,1,1,1,0
319,47,1,282,0,1,1,1,0,1
182,48,1,288,0,0,0,1,0,0
513,49,1,294,0,1,1,0,0,1
132,50,1,300,0,1,0,0,1,0
1,51,1,306,1,1,0,0,1,0
80,52,1,312,1,0,1,0,1,1
287,53,1,318,0,1,0,1,0,0
26,54,1,324,1,1,0,1,0,1
449,55,1,330,1,1,0,0,1,1
229,56,1,336,1,1,1,0,0,0
547,57,1,342,0,0,0,0,0,0
288,58,1,348,0,0,1,1,0,1
